_id,created_at,favorite_count,lang,retweet_count,text,user_descreption,user_favourites_count,user_followers_count,user_friends_count,user_location,user_name
62a9fa7e0773fd56d77ef184,Wed Jun 15 14:58:47 +0000 2022,0,en,0, have supplychain jobs open today losangeles check them out via the link our bio ,"Follow this account for geo-targeted Supply Chain job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",0,265,197,"Los Angeles, CA",LosAngeles S-Chain
62a9fa7e0773fd56d77ef185,Wed Jun 15 14:58:17 +0000 2022,0,en,0,want work carteret view our latest opening supplychain,"Follow this account for geo-targeted Supply Chain job tweets in Nassau County, NY. Need help? Tweet us at @CareerArc!",0,347,208,"Nassau County, NY",Nassau Supply Chain
62a9fa7e0773fd56d77ef186,Wed Jun 15 14:58:16 +0000 2022,0,en,0, well kamalatoe admits she hadn been europe guess she can part the fail ,"Kundalini Yogi and lover of Shiva #Tulsi2024. I studied in Finance, Energy and Empires failing to figure out Presence. I practice Tantra & Celibacy & Comedy",8217,218,1175,,Quetzacoatl
62a9fa7e0773fd56d77ef187,Wed Jun 15 14:58:07 +0000 2022,0,en,1,logistics payments service collects read the full story here fintech ,"FinTech Global offers the most comprehensive data, insights and analytical tools for the global FinTech industry. Get our research: https://t.co/Gj4Pde1YFX",1097,2728,1211,"London, England",FINTECH GLOBAL
62a9fa7e0773fd56d77ef188,Wed Jun 15 14:58:00 +0000 2022,0,en,0,reshoring not the most viable option the long term find out why supplychain ,Avnan is the flexible electronics manufacturing solution delivering professional project and supply chain management with sites around the globe.,30,58,277,"Oakville, Ontario, Canada",Avnan
62a9fa7e0773fd56d77ef189,Wed Jun 15 14:57:49 +0000 2022,0,en,6, observations from kubeconeu peak maturity big push for platforms top everyone talking supp ,"Director, Product Marketing @harnessio. Previously @Weaveworks, @GitLab, @Plasticscm (now @Unity), @biicode (now @jfrog). @PMMalliance & @openuk_uk ambassador.",5863,390,993,"London, England, UK.",Jordi Mon
62a9fa7e0773fd56d77ef18a,Wed Jun 15 14:57:06 +0000 2022,0,en,2, mercé presents creating value patientcentred care aligning the supplychain service ,"RITMOCORE is a Public Procurement of Innovation (PPI) project, funded by the European Union under Horizon2020.",40,97,72,,RITMOCORE PPI
62a9fa7e0773fd56d77ef18b,Wed Jun 15 14:56:42 +0000 2022,1,en,1,speed medical are proud work with broad range clients from insurers smes and corporates legal occupati ,"Speed Medical, part of @handlGroup, is one of the UK's leading providers of independent medical reports and rehabilitation services.",722,1715,1855,"Chorley, Lancashire",Speed Medical
62a9fa7e0773fd56d77ef18c,Wed Jun 15 14:56:36 +0000 2022,0,en,0,interested job tucson this could great fit click the link our bio apply operations super ,"Follow this account for geo-targeted Supply Chain job tweets in Tucson, AZ. Need help? Tweet us at @CareerArc!",0,292,202,"Tucson, AZ",Tucson SupplyChain
62a9fa7e0773fd56d77ef18d,Wed Jun 15 14:56:36 +0000 2022,0,en,0,cvs health hiring houston click the link our bio apply loader shift supplychain,"Follow this account for geo-targeted Supply Chain job tweets in Houston, TX. Need help? Tweet us at @CareerArc!",0,281,200,"Houston, TX",Houston S-Chain
62a9fa7e0773fd56d77ef18e,Wed Jun 15 14:55:51 +0000 2022,0,en,0,new job warehouse shift manager location warrington salary kpa kpa jobs supplychain logistics,"For our official Twitter follow @Cast_UK Find the latest roles in Business Change & Transformation, HR, Procurement, Buying, Supply Chain and Logistics here.",155,374,937,"Manchester, Birmingham, London",Cast UK Jobs
62a9fa7e0773fd56d77ef18f,Wed Jun 15 14:55:02 +0000 2022,1,en,2, mercé presents creating value patientcentred care aligning the supplychain ,"EHMA is a membership organisation committed to excellence in #healthmanagement across Europe

#EHMA2022 Annual Conference | 15-17 June | Brussels, Belgium",3991,4556,2382,Brussels,European Health Management Association
62a9fa7e0773fd56d77ef190,Wed Jun 15 14:54:53 +0000 2022,1,en,0,tive director sales matthew holland speaking the cooltech event rotterdam event ,"Tive helps shippers, 3PL/4PL's and logistics services providers eliminate preventable shipping delays and damage with its suite of trackers, software & people.",39,379,56,United States,Tive
62a9fa7e0773fd56d77ef191,Wed Jun 15 14:54:36 +0000 2022,0,en,0,want work harbor regional health community hiring aberdeen click for details supplychain,Follow this account for geo-targeted Supply Chain job tweets in Washington Non-Metro. Need help? Tweet us at @CareerArc!,0,219,198,Washington,Washington S-Chain
62a9fa7e0773fd56d77ef192,Wed Jun 15 14:54:35 +0000 2022,0,en,1, always exciting hear top ten priorities led space and citizencentricgov still top ,"The Department of Administrative Services provides centralized support services to State agencies, boards, and commissions.
Retweets ≠ endorsements.",1350,432,491,"Lincoln, Nebraska",NEDept_AdmSrvs
62a9fa7e0773fd56d77ef193,Wed Jun 15 14:53:17 +0000 2022,0,en,0,join the cvs health team see our latest systems engineering job openings including logistics analytics data coor ,"Follow this account for geo-targeted IT - Database Systems job tweets in Orange County, CA. Need help? Tweet us at @CareerArc!",0,194,157,"Orange County, CA",TMJ-CAO IT-DB Jobs
62a9fa7e0773fd56d77ef194,Wed Jun 15 14:53:03 +0000 2022,0,en,0,understanding how present your brand employee focused manner crucial part finding the right candid ,"Supply Chain Management recruitment & executive search, operating across the United States, Canada, and Europe.",0,3,0,"Vancouver, BC, Canada",Penta Search Group
62a9fa7e0773fd56d77ef195,Wed Jun 15 14:53:01 +0000 2022,0,en,4, cyber threats and supplychain back basics iot iiot ciso ,"Articles, webcasts and interviews on disruptive tech trends in your industry. Videos: #TechNativeTV • Follow us on LinkedIn: https://t.co/Cg51E2ucKf",7010,88394,68907,Earth,TechNative
62a9fa7e0773fd56d77ef196,Wed Jun 15 14:53:01 +0000 2022,0,en,0,lisa anderson president lma consulting shared her perspective the use siop processes realign the ,"The Manufacturing Connector specializing in supply chain, ERP and S&OP to help manufacturers and distributors elevate business performance.",672,15897,6388,Claremont,Lisa Anderson
62a9fa7e0773fd56d77ef197,Wed Jun 15 14:51:43 +0000 2022,0,en,6, observations from kubeconeu peak maturity big push for platforms top everyone talking supp ,"CNCF is the home of @kubernetesio, @prometheusio, @envoyproxy, and many more. Join us at https://t.co/ogMDgmdYvd - Oct 25-28 Detroit/virtual, Apr 17-21 Amsterdam/virtual",27163,91116,639,"San Francisco, CA",CNCF
62a9fa7e0773fd56d77ef198,Wed Jun 15 14:51:35 +0000 2022,0,en,6, observations from kubeconeu peak maturity big push for platforms top everyone talking supp ,"linux system engineer & software complainer.. and dancer....
Opinions are my own.",13045,226,258,"Prague, Czech Republic",Patrik Majer
62a9fa7e0773fd56d77ef199,Wed Jun 15 14:50:52 +0000 2022,3,bn,2, সরব করছ ,"https://t.co/OzBlKXQRUn - India's leading Bengali news website
Follow on Facebook- https://t.co/ZD55rPHZyr…",120,407881,310,"Kolkata (Calcutta), India",Anandabazar Patrika
62a9fa7e0773fd56d77ef19a,Wed Jun 15 14:50:31 +0000 2022,0,en,1, proud sponsor the escs wants wish them good luck their game tonight against the worcester red sox ,hey derrr,18724,1352,511,419,ma¡r
62a9fa7e0773fd56d77ef19b,Wed Jun 15 14:50:16 +0000 2022,0,en,1, how assisting coca cola increasing supply chain purchasing business machinelearning ,https://t.co/DS6HiZ3oXd - #Blogger * Vagabond * Digital Marketer * #Writer & #Editor * Freelance Digital #Journalist * Love to #Travel * Views are Personal,1545,1284,1209,"New Delhi, India",Kunal Thakur
62a9fa7e0773fd56d77ef19c,Wed Jun 15 14:50:07 +0000 2022,2,fr,0,intervention notre expert hydrogène lors matinale innovation organisée par notre partenaire ,"🔍📃 Tests, inspections et certification. 
Notre rôle 👉Accompagner les évolutions de la société, prévenir les risques et soutenir l’innovation de nos clients.",874,3411,1108,"Puteaux, France",Bureau Veritas France
62a9fa7e0773fd56d77ef19d,Wed Jun 15 14:49:49 +0000 2022,2,en,0,one day webinar alert defeat the adversary combat advanced supply chain cloud and identity ,Spiceworks is the marketplace that connects the #IT industry! Visit https://t.co/jBMAGbcUwn for service information.,3322,34389,4163,"Austin, TX",Spiceworks
62a9fa7e0773fd56d77ef19e,Wed Jun 15 14:49:03 +0000 2022,0,und,0, sobel logistics supplychain cargo transportation shipping tips futurism innovation leadership network ,"Sobel Network Shipping Co., Inc. is an international freight forwarder that provides premium, cost-effective logistics solutions.",218,59,83,"Rockville Centre, New York","Sobel Network Shipping Co., Inc."
62a9fa7e0773fd56d77ef19f,Wed Jun 15 14:49:03 +0000 2022,1,en,0, fertilizer bull market gives mosaic wings mos dba icl ntr uan stockstowatch stockmarket food ,"Market Beast 30+yrs
Investment/portfolio manager, across all asset-classes
Married to 1, Dad to 5, Adviser to many.
Tweets are neither advice, nor solicitation!",71,822,67,"London, UK",The Fortune Teller @ Wheel of Fortune
62a9fa7e0773fd56d77ef1a0,Wed Jun 15 14:48:06 +0000 2022,0,en,0,want work montgomery view our latest opening supplychain,"Follow this account for geo-targeted Supply Chain job tweets in Montgomery, AL. Need help? Tweet us at @CareerArc!",0,280,200,"Montgomery, AL","Montgomery, AL Jobs"
62a9fa7e0773fd56d77ef1a1,Wed Jun 15 14:47:30 +0000 2022,0,en,0,los angeles port peak season coming soon strong imports ahead fright oceanfreight ,Postings of seafood industry news,754,748,609,"Lynnwood, WA",Seafood Headlines
62a9fa7e0773fd56d77ef1a2,Wed Jun 15 14:47:27 +0000 2022,0,en,4, cyber threats and supplychain back basics iot iiot ciso ,"B2B Tech Newswire from @TechNative. 

#Datacenter #Cloud #IoT #AI #FutureOfWork #InfoSec #DigitalTransformation #WomenInTech #B2B #GreenIT #TechForGood",2839,36138,28253,Global,TechNative Wire
62a9fa7e0773fd56d77ef1a3,Wed Jun 15 14:47:26 +0000 2022,0,en,1, test your logistics with many supplychain acronyms want know what does fifo stand for ,Be Exceptional | Be Excellent | Be Exponential,73931,1097,4990,,Bexel Initiative
62a9fa7e0773fd56d77ef1a4,Wed Jun 15 14:47:07 +0000 2022,0,en,0,supply chain has named the top companies for supply chain management scm software they have selected the ,"""We help clients find great leaders through higher standards allowing us to deliver superior results"" #TalentAcquisition #Headhunter #Recruiting",87,222,299,United States of America,Chain Reaction Executive Search
62a9fa7e0773fd56d77ef1a5,Wed Jun 15 14:47:03 +0000 2022,1,en,0, proud listed the supply chain influencers you should follow social media check ,#supplychain Maven | Founder & CEO @scmdojo. I Help Supply Chain Professionals Grow. 🏏 Fan | Blogger ✍️ | Vlogger | Entrepreneur | 🧳 39 countries,5876,3886,963,"Dubai, United Arab Emirates",Dr. Muddassir Ahmed
62a9fa7e0773fd56d77ef1a6,Wed Jun 15 14:46:16 +0000 2022,0,en,0, jobs with titles like process excellence leader sound appealing you follow hear about these types ,Follow this account for geo-targeted Supply Chain job tweets in Michigan Non-Metro. Need help? Tweet us at @CareerArc!,0,238,194,Michigan,Michigan S-Chain
62a9fa7e0773fd56d77ef1a7,Wed Jun 15 14:45:54 +0000 2022,0,en,0, have facilities the usa amp europe will work any brief whether you need fulfillment short term ,FBA Logistics and Prep. eCommerce Experts. International Freight Forwarder,199,1085,790,"London, UK",Corten Logistics
62a9fa7e0773fd56d77ef1a8,Wed Jun 15 14:45:21 +0000 2022,1,en,1,test your logistics with many supplychain acronyms want know what does fifo stand for ,Optimizing supply chains since 2015.,951,2675,1445,"Atlanta, GA",Stord
62a9fa7e0773fd56d77ef1a9,Wed Jun 15 14:45:00 +0000 2022,1,en,1,the industrial supply chain crisis solved with technology supplychain,"Tweeting, Blogging, and Podcasting about 
Trends & Innovations in Supply Chain and Logistics

DM for Sponsored Content options",1532,22689,7858,"Rotterdam, the Netherlands",Martijn Graat
62a9fa7e0773fd56d77ef1aa,Wed Jun 15 14:44:55 +0000 2022,0,en,0,nervous apply for job like operation support specialist ups apply even you not match you ,Follow this account for geo-targeted Other job tweets in Turkey. Need help? Tweet us at @CareerArc!,0,473,259,Turkey,TMJ-TUR Jobs
62a9fa7e0773fd56d77ef1ab,Wed Jun 15 14:44:35 +0000 2022,0,en,0,click the link our bio see currently open supplychain jobs like supply chain strategy amp planning manager ,"Follow this account for geo-targeted Supply Chain job tweets in Nashville, TN. Need help? Tweet us at @CareerArc!",0,241,200,"Nashville, TN",Nashville S-Chain
62a9fa7e0773fd56d77ef1ac,Wed Jun 15 14:44:23 +0000 2022,1,en,0,learn how top cpos are adopting dynamic market sourcing strategy with keelvar latest white paper release ,Software for sourcing optimization and automation for enterprise procurement teams.,902,862,810,"Cork, Ireland",Keelvar
62a9fa7e0773fd56d77ef1ad,Wed Jun 15 14:44:10 +0000 2022,1,en,1, proud sponsor the escs wants wish them good luck their game tonight against the worcester ,"Providing Better Solutions For You, So You May Better Serve Them. 
Your LTL, TruckLoad, Brokerage provider. Visit https://t.co/vF1XWWgii6 for a quote.",33,20,341,"Sylvania, Oh",ESCS
62a9fa7e0773fd56d77ef1ae,Wed Jun 15 14:43:19 +0000 2022,0,en,0,today marco abonandi and kevin richardson were first summer meetthebuyer breakfast event ,"⚒ Construction company
📍 Covering the Midlands & South Yorks for all types of construction builds in all sectors
👷🏼‍♂️ Delivering social value
#GFT130years",4289,5169,957,Derby,G F Tomlinson
62a9fa7e0773fd56d77ef1af,Wed Jun 15 14:43:14 +0000 2022,0,en,0,can you recommend anyone for this supplychain job stlouis click the link our bio see and more ,Follow this account for geo-targeted Supply Chain job tweets in Missouri Non-Metro. Need help? Tweet us at @CareerArc!,0,253,191,Missouri,Missouri S-Chain
62a9fa7e0773fd56d77ef1b0,Wed Jun 15 14:43:10 +0000 2022,0,en,0,new equipment the automation lab help with manufacturing safety efficiency labor issues ,"Official account of JB Brown, CEO & Chairman of the Board (Visionary) of BCI Solutions, Inc Creator of Status Quo Sucks! #statusquosucks  #husband #YPO",21571,2461,3064,"Bremen, IN",JB Brown
62a9fa7e0773fd56d77ef1b1,Wed Jun 15 14:43:06 +0000 2022,0,it,1, associazioni armatoriali anave evidenziano gli elementi criticità della proposta per inclusione dello ,#Assarmatori è l'associazione che rappresenta il cluster marittimo italiano. @Assarmatori1,618,417,126,"Roma, Lazio",Assarmatori
62a9fa7e0773fd56d77ef1b2,Wed Jun 15 14:42:45 +0000 2022,1,en,0, china economy slows covid lockdowns persist factory output has also been disrupted worsening supplychain ,"For #manufacturing business leaders exploring the issues, strategies, trends and technologies that build more competitive & profitable companies.",357,47959,1320,"Cleveland, Ohio",IndustryWeek
62a9fa7e0773fd56d77ef1b3,Wed Jun 15 14:40:26 +0000 2022,0,en,0,what steps can you take modernize supplychain workflows read this ,"Technology can be a headache. Our mission is #MakingTechEasy - Accomplish your goals without getting sidetracked by unexpected glitches. 
#CyberSecurity",998,476,1495,Lansing MI,ProvidenceConsulting
62a9fa7e0773fd56d77ef1b4,Wed Jun 15 14:40:15 +0000 2022,0,en,0, have supplychain jobs open today colorado check them out via the link our bio ,Follow this account for geo-targeted Supply Chain job tweets in Colorado Non-Metro. Need help? Tweet us at @CareerArc!,0,243,195,Colorado,Colorado S-Chain
62a9fa7e0773fd56d77ef1b5,Wed Jun 15 14:40:12 +0000 2022,0,fr,2, les amp juin lab vivatech vous permet découvrir stratup une plate ,Pour tout savoir des actualités du groupe #LaPoste ! #Proximité #EngagéePourVous #LaPosteSEngage #Vivatech Service clients : @LisaLaPoste,48331,46147,5754,,La Poste Groupe à #Vivatech
62a9fa7e0773fd56d77ef1b6,Wed Jun 15 14:39:32 +0000 2022,0,en,0,strengthen your supply chain with our supplier quickpay program supplychain cashflow ,"We’re you’re cash-flow partner

Our 4 Services:📝
◼ Specialty Lending
◼ Supplier Quickpay
◼ Invoice Funding
◼ Structured Equity
(913) 381-4044 👈",3,12,17,"7240 W 98th Terrace, Overland ",Kompass Funding
62a9fa7e0773fd56d77ef1b7,Wed Jun 15 14:39:07 +0000 2022,0,en,0,empower your business with intelligence driven third party risk management the new thirdpartytrust and ,"We automate the most time-consuming parts of third party risk assessments for enterprises and third party vendors.

NEW: ThirdPartyTrust+Netskope Integration 👇",155,240,296,"Chicago, IL",ThirdPartyTrust
62a9fa7e0773fd56d77ef1b8,Wed Jun 15 14:39:02 +0000 2022,0,en,1, the last two years have been plagued supply chain disruptions and volatility how can you build supply chain resili ,Largest #MSDynERP group blog site. Microsoft Dynamics ERP experts provide reviews and opinions to educate professionals in the #ERP selection process.,109,7406,608,International,ERP Software Blog
62a9fa7e0773fd56d77ef1b9,Wed Jun 15 14:38:15 +0000 2022,0,en,2, what secret supply chain excellence aligned finance and supply chain teams join our upcoming webinar with lora ,Trusted Advisor connecting solution providers w/ F1000 & Enterprise Level Buyers. #CFO #CMO #CHRO #CSO . Tweets are my own.,14879,1176,3093,"Stamford, CT",Hutchinson
62a9fa7e0773fd56d77ef1ba,Wed Jun 15 14:37:58 +0000 2022,0,en,0,authorities are investigating what caused cargo ship become grounded along the shipping channel georgia ,Covering Canada's Supply Chain for Over 60 Years (formerly PurchasingB2B). Print edition relaunches with December 2018 issue. Online at https://t.co/NrPuVEJRlV.,587,1805,1562,"Toronto, ON",Supply Professional magazine
62a9fa7e0773fd56d77ef1bb,Wed Jun 15 14:37:57 +0000 2022,0,en,0, supplychain resilience more critical than ever which why pleased named challenger the ,Business Value Engineer at https://t.co/TVxrHjWM07 - the cloud platform for Business Spend Management,2694,57,27,"Hamburg, Germany",Sascha Richert
62a9fa7e0773fd56d77ef1bc,Wed Jun 15 14:37:24 +0000 2022,0,en,0,check out our latest supplychain openings oklahoma clicking the link our bio ,Follow this account for geo-targeted Supply Chain job tweets in Oklahoma Non-Metro. Need help? Tweet us at @CareerArc!,0,235,194,Oklahoma,Oklahoma S-Chain
62a9fa7e0773fd56d77ef1bd,Wed Jun 15 14:37:14 +0000 2022,0,en,0,don submit then quit apply for jobs like electrician tjx companies inc then look for people you might ,"Follow this account for geo-targeted Supply Chain job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",0,248,206,"Boston, MA",BostonMA S-Chain
62a9fa7e0773fd56d77ef1be,Wed Jun 15 14:36:45 +0000 2022,0,en,0,see our latest hamiltontownship supplychain job opportunity and click the link our bio apply regional ,Follow this account for geo-targeted Supply Chain job tweets in New Jersey Non-Metro. Need help? Tweet us at @CareerArc!,0,240,196,New Jersey,NewJersey S-Chain
62a9fa7e0773fd56d77ef1bf,Wed Jun 15 14:36:25 +0000 2022,0,en,0,you are about see how seriously committed supplychain issues the government truly the newest rumored ,world class pain in the ass.,6,0,19,,Manders
62a9fa7e0773fd56d77ef1c0,Wed Jun 15 14:35:46 +0000 2022,0,en,0, jobs with titles like operations supervisor warehouse weekend shift sign bonus supply chain ,"Follow this account for geo-targeted Supply Chain job tweets in Columbus, OH. Need help? Tweet us at @CareerArc!",0,244,204,"Columbus, OH",ColumbusOH S-Chain
62a9fa7e0773fd56d77ef1c1,Wed Jun 15 14:35:37 +0000 2022,2,en,0, foodsupplychain foodsecurity africanbusiness heavily reliant food imports africa has been hard hit glob ,Business Development Manager - XDC Foundation,640,1293,948,"Vinci, Toscana",Andrea Frosinini
62a9fa7e0773fd56d77ef1c2,Wed Jun 15 14:35:17 +0000 2022,0,en,0, your business struggling financially can release extra capital the matter hours contact support ,We're a pioneering company partnering SMEs to export high-quality goods to the international market. Find out more at https://t.co/MOsbAflHXe,113,186,779,United Kingdom,Tails Trading
62a9fa7e0773fd56d77ef1c3,Wed Jun 15 14:33:32 +0000 2022,0,en,0,trade and supply chain head required for contract opportunity based message for more details ,International Recruitment and Project Partner operating within the Banking and Banking Software space. Currently working across 6 continents.,0,15,143,,Paradise Recruitment Worldwide
62a9fa7e0773fd56d77ef1c4,Wed Jun 15 14:33:06 +0000 2022,0,en,0,from concept generation through commercialization adept group adds unique value packaging departments with our ,"Leading outsourced packaging solutions company enabling brands to reduce risk, increase speed to market, optimize cost, & transform packaging value.",926,313,182,"Bethlehem PA, USA",Adept Packaging
62a9fa7e0773fd56d77ef1c5,Wed Jun 15 14:32:29 +0000 2022,0,en,0,who are you compromised only real explanation for you purposely destroying america joechina inflation ,Conservative Christian Wife & Mother. Praying this ends soon.Trying to do my part helping others no matter how little we have there is always someone with less.,1753,44,430,,Teresa Moshier
62a9fa7e0773fd56d77ef1c6,Wed Jun 15 14:32:21 +0000 2022,0,en,0, largest pork company the shuts down california plant due high costs fire breaks out ,Sapere aude,5895,11,350,,Sapere aude! 🇷🇺
62a9fa7e0773fd56d77ef1c7,Wed Jun 15 14:32:15 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,https://t.co/ktpd76KkHo is an Authorized Intuit Premier QuickBooks Reseller. Our goal is to provide excellent customer service. (888)309-4909,14,61,0,"Cleveland, OH",Yev
62a9fa7e0773fd56d77ef1c8,Wed Jun 15 14:32:08 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Bookkeeping Services, Accounts Receivable Services, Accounts Payable  Services, Payroll Services, Daily Money Manager, and QuickBooks  Training/Support",2,65,96,"Charlotte, NC",Dahlberg Bookkeeping
62a9fa7e0773fd56d77ef1c9,Wed Jun 15 14:31:56 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"An Intuit QuickBooks Solution Provider firm - discounted QB Product Sales, expert Consulting Services, Conversions & 3rd Party Integrations.   @QuickBooks",87,259,115,"CT, MA, NJ, NY, PA & beyond","SBS Associates, Inc."
62a9fa7e0773fd56d77ef1ca,Wed Jun 15 14:31:54 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,,3,19,6,,Jillian
62a9fa7e0773fd56d77ef1cb,Wed Jun 15 14:31:51 +0000 2022,0,en,1, with quick commerce retailers operate from dark stores quickly deliver last mile items troy prot ,Transforming the enterprise with advanced AI solutions,749,85,247,"Los Altos, CA",SymphonyAI
62a9fa7e0773fd56d77ef1cc,Wed Jun 15 14:31:50 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,Fun Loving QuickBooks Consultant that loves to follow add on technology. I am truly in to it! (no pun intended!) Top 100 ProAdvisor 2014-2020,114,851,571,"South Burlington, VT",Karen Siewert
62a9fa7e0773fd56d77ef1cd,Wed Jun 15 14:31:44 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"INTUIT SOLUTION PROVIDER   Experience Counts! We are Accountants 1st. Vist our website. Meet our Team 100 + years of experience.   
800-269-0153",30,148,600,"Tampa, FL",Solution Resources
62a9fa7e0773fd56d77ef1ce,Wed Jun 15 14:31:43 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"INTUIT SOLUTION PROVIDER   Experience Counts! We are Accountants 1st. Vist our website. Meet our Team 100 + years of experience.   
800-269-0153",30,148,600,"Tampa, FL",Solution Resources
62a9fa7e0773fd56d77ef1cf,Wed Jun 15 14:31:43 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Intuit Solution Provider - QuickBooks Consulting, Implementing Accounting Software since 1975 -",2,124,51,"Tampa/St Petersburg,",Sandy Robertson
62a9fa7e0773fd56d77ef1d0,Wed Jun 15 14:31:41 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,Siegel Solutions is a multi-talented team that specializes in supporting mid-market clients that meet the unique demands of each business.,28,173,404,"Needham, MA",Siegel Solutions
62a9fa7e0773fd56d77ef1d1,Wed Jun 15 14:31:38 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,,317,168,403,,Raeann Salter
62a9fa7e0773fd56d77ef1d2,Wed Jun 15 14:31:35 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"CEO of MENDELSON CONSULTING = QuickBooks & Dynamics 365 Business Central specialists... Goldman Sachs 10,000 Small Businesses graduate",817,1286,1068,South Florida,Mario Nowogrodzki CPA.CITP
62a9fa7e0773fd56d77ef1d3,Wed Jun 15 14:31:35 +0000 2022,0,tl,0, logistics blog data mining logistics mecalux supplychain,"Interlake Mecalux Inc. is a global leader in the #storage systems market, offering its customers the broadest array of #materialhandling solutions.",2248,1030,491,United States,Interlake Mecalux
62a9fa7e0773fd56d77ef1d4,Wed Jun 15 14:31:27 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,Intuit Premier Solution Provider Tobacconist. Specializing in Point of Sale and Merchant Services for Cigar Shops and Lounges. Save $1000 NOW,76,1421,2967,Miami FL,Alvio Dominguez
62a9fa7e0773fd56d77ef1d5,Wed Jun 15 14:31:22 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Brennan Piper & Associates provides services including accounting, QuickBooks, tax preparation, tax planning, and auditing",5,9,6,"811 Boyd Avenue, Suite 205","Brennan Piper & Associates, P.C."
62a9fa7e0773fd56d77ef1d6,Wed Jun 15 14:31:19 +0000 2022,0,en,6, the impact artificial intelligence injection molding artificialintelligence technology machinelearning deeplear ,Directory | #Tech Blog | #Industry40 | #AI | #VR | #3DPrinting | #EcoTech | #BioTech | #5G | #Cloud | #Digital + all the #IoT | #M2M bits in between,222,2171,1663,United Kingdom,Appthisway®
62a9fa7e0773fd56d77ef1d7,Wed Jun 15 14:31:15 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,Business Information Consultants LLC has been helping businesses maximize their use of QuickBooks & POS since 1998. Got QuickBooks? Need Help? Contact us.,73,257,587,"Hunt Valley, MD",Diane Oberlin
62a9fa7e0773fd56d77ef1d8,Wed Jun 15 14:31:12 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Intuit QuickBooks Enterprise Premier Reseller. Providing Services such as Consulting, Project Management, Training, Setup, Programming & Customer Support.",62,26,2,United States - 888-270-6120,BrillianTechSol
62a9fa7e0773fd56d77ef1d9,Wed Jun 15 14:31:09 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Many business owners work hard but struggle to pay themselves enough. We help you make more money, save on taxes and build a smarter, more profitable business.",29,838,65,"Atlanta, GA",TaxAssist Advisors Douglasville
62a9fa7e0773fd56d77ef1da,Wed Jun 15 14:31:04 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Over 20 years of experience providing personalized & affordable IT Sales, Service & Support 410-663-4900 #baltimorebusiness #BaltimoreIT #baltimoretech",43,54,40,"Baltimore, Maryland",A-Plus IT Group
62a9fa7e0773fd56d77ef1db,Wed Jun 15 14:31:01 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Ados Consulting specializes in Accounting, Bookkeeping, Training and Consulting Services using the Intuit QuickBooks product line.",16,114,56,"SJ, CA - SA, TX - Berlin, MD",Elissa Greeley
62a9fa7e0773fd56d77ef1dc,Wed Jun 15 14:30:59 +0000 2022,0,en,0,get grip manufacturing order management with robust technology get glimpse sapbusinessone this sho ,"Vice President, Vision33.  Leading global reseller for #SAP Business One solution.",171,227,84,"Irvine, CA",Alex Rooney
62a9fa7e0773fd56d77ef1dd,Wed Jun 15 14:30:41 +0000 2022,0,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,We simplify the Bookkeeping process by selling and training Quickbooks. #quickbooks #qsp #proadvisor #bookkeeping,11,35,15,"Brooklyn, NY",OnTrack Bookkeeping & Accounting
62a9fa7e0773fd56d77ef1de,Wed Jun 15 14:30:38 +0000 2022,0,en,0,join your peers and help develop solutions that will break existing and future supplychain bottlenecks register ,"Supply Chain Innovation and Partnerships, Tech Scout. Startups and Disruptors welcomed. Opinions expressed are my own.",166,371,1915,,Leah Quintana
62a9fa7e0773fd56d77ef1df,Wed Jun 15 14:30:32 +0000 2022,1,en,0,with increased digitalization the length global supply chains has increased columbia law school professor kath ,"Global #IT , #Software, #CRM, #Staffing Solutions. Certified #MBE, Member #GNEMSDC & #NMSDC. @SAP Business Partner. @Microsoft Gold Partner. @awscloud Partner.",876,340,1067,"Boston, MA",tCognition
